review_id,kullanici,puan,yorum_metni,begeni_sayisi,tarih,yanit_metni,yanit_tarihi,uygulama_versiyonu,kaynak
1dfb5abd-e877-459d-8c87-a99dc80b51a0,Rebecca Lynn,5,love it,0,2026-06-11 06:50:22,,,276.0.0.23.162,google_play
769c7f14-179b-4c99-bc2c-0d497693c4ff,Asif Ali Bilawal Khan,5,excellent 👌,0,2026-06-11 06:48:39,,,,google_play
657cca23-0048-4a3e-9216-09b9c03c3e29,Bhagwan Singh Mewada,5,good,0,2026-06-11 06:46:37,,,,google_play
a212da10-b6ab-41b0-a643-8303fd01ebce,Shabir Mir,5,ok bjj,0,2026-06-11 06:46:06,,,,google_play
334982e1-e386-408f-941f-cf96f8b54554,Rohit Bhosale,5,good,0,2026-06-11 06:44:31,,,,google_play
7ad27f81-3b09-407c-9a9a-7e2db22d3939,Munnu kachina Munnu,1,ok,1,2026-06-11 06:44:24,,,276.0.0.23.162,google_play
8f37714b-db6e-413a-bd7f-62c4300f6ea0,Arbaz,5,i love ❤️😘😘 this,0,2026-06-11 06:44:22,,,276.0.0.23.162,google_play
6b0b1ce2-f81b-468c-9e25-cf5ad7f7d642,Randy mors,4,So nice I hope there are no violations,0,2026-06-11 06:40:03,"Hello Randy,
Thank you so much for sharing your experience with us! Our team puts a lot of heart into what we do, and hearing that we made you happy is the best reward we could ask for. We’re grateful for your support and proud to have you as part of the Meta family.",2026-06-11 07:06:58,,google_play
47f26e68-ba76-463c-8168-50426fba7dfe,Suraj Suraj,5,nice,0,2026-06-11 06:16:21,,,276.0.0.23.162,google_play
8350b230-fb71-44f2-85ce-0bb23240735e,Suresh Tiwari,5,very good,0,2026-06-11 06:04:23,,,,google_play
67cbe8c5-9906-429f-ab15-a8f051d175e8,Charvik Yadav,5,good 👍🏻,1,2026-06-11 06:03:00,,,,google_play
2c1fc9d9-8e7c-469a-9760-2cc1b96db80c,MUKHTAR AHAMED,5,लव यू,1,2026-06-11 06:00:14,,,276.0.0.23.162,google_play
21942363-f4b6-40d5-8af4-3adacf39d5e7,Dilip Sahukar,1,"very bad, every reel is the same to the same",0,2026-06-11 05:54:30,,,,google_play
44e258b6-6188-4215-a2fc-775c44822bba,Usman Khan,5,ok,0,2026-06-11 05:45:44,,,276.0.0.23.162,google_play
6a596e03-6c4a-4782-af1d-5357b577335c,Rajeev yadav Yadav,5,Lambardar ♥️💫,0,2026-06-11 05:41:44,,,,google_play
e41b664e-7f22-4a2e-b6d3-04cf3feca837,Rafikul Islam,5,wow,0,2026-06-11 05:35:21,,,,google_play
045d7a6c-55ac-4cc3-8eb0-a0bb833d2aa2,sankar prasad,5,awesome,0,2026-06-11 05:34:59,,,,google_play
5e93aede-e1c9-40fd-aae8-9da594e170dc,Bepary Sohel,5,নাইস,0,2026-06-11 05:34:40,,,,google_play
25a2a817-631b-4b8b-ad66-235d553b1745,MANGA RAJU,5,good app,0,2026-06-11 05:29:47,,,,google_play
fca362d9-1535-42a7-80dd-3c0bca76cf71,Prabhjot Singh,1,no good,0,2026-06-11 05:26:49,,,276.0.0.23.162,google_play
48c813d9-b406-49f6-93b7-8c75da00be54,Henry Benjamin,5,nice,0,2026-06-11 05:17:40,,,276.0.0.23.162,google_play
1ff292e5-babd-4871-bec2-a92fb6c4c447,Sk Shahajahan,5,nice,0,2026-06-11 05:17:12,,,276.0.0.23.162,google_play
581c75da-1745-47d4-b353-615af3ecdf71,Vijay Kathrotiya,5,nice,0,2026-06-11 05:16:28,,,,google_play
c36bb78c-50bd-4a66-81a4-7ff17ca8ac5c,Tushar Ahmed,1,কোনো কাজ করতে পারি না,0,2026-06-11 05:14:58,,,275.0.0.16.164,google_play
725e9abd-5e9a-4c23-9cbd-9283b30e66dc,Kishor Solanki,4,bahut acha ai Thek you,0,2026-06-11 05:14:37,,,,google_play
fc217187-1f33-417c-a428-2d807422883c,Abdul Khaleque,5,very nice,0,2026-06-11 05:07:22,,,274.0.0.24.162,google_play
5353e7cd-2bf0-4946-8ce5-5178b1d00207,Gourav Vishwakarma,5,good,0,2026-06-11 05:02:30,,,,google_play
b73c457d-3210-4d84-85d6-adf161003c97,Sagnik Haldar,5,best ai but please improve the logo and add more coding and math features 😁,0,2026-06-11 04:59:08,,,276.0.0.23.162,google_play
8b033fad-5e87-4a1e-a27c-a072932c11e6,YTRAMESH,5,very good,0,2026-06-11 04:56:19,,,,google_play
0dc7e63c-ba1a-4d54-85c0-8d77462b46e1,Jose Jimenez,5,nice,0,2026-06-11 04:49:59,,,276.0.0.23.162,google_play
7b2772b4-faf0-47f0-8659-ceec5d0b565c,John Hirst,3,Prompts aren't followed.,1,2026-06-11 04:49:17,"Hi John,
Thanks for sharing your experience with Meta AI and our Vibes & Glasses. We appreciate your feedback and want you to feel supported. You can check our support article on the ""Meta AI and Vibes Help Centre"" on the Meta website, and if you’re still facing issues, our team at the Meta Help Center is always ready to help.",2026-06-11 05:05:47,276.0.0.23.162,google_play
878dcb7c-f669-42bc-8a99-47a6a5dc5fb3,Donabelle Pangasinan,3,so good 👍😊 thanks,0,2026-06-11 04:47:55,,,,google_play
e2c1004c-0c7b-4072-9d3f-3a2941a5d5ea,Aftab Hasmi,1,achha,0,2026-06-11 04:45:30,,,,google_play
3f9bc511-7bbf-4ab3-a474-970108525412,Rockstar Legendz,5,Meta is Home to Mi'och and the Mi'ochianX Platform. We love it.,0,2026-06-11 04:40:15,,,267.1.0.67.173,google_play
62a13825-b8f4-4578-ad40-98619742a006,Jaycee Rebote,5,Very Good,0,2026-06-11 04:40:08,,,,google_play
5287088a-96d1-460c-8875-81b6cbdfb8aa,Leslie Campbell,5,I love that you can bring photos to life!,0,2026-06-11 04:19:12,,,275.2.0.18.164,google_play
a773fe7a-8c79-4f0a-8fc1-40eb03c16dcf,Satish Shende,5,better than betrest 🙏🙏,0,2026-06-11 04:14:50,,,276.0.0.23.162,google_play
5465b4c3-03ed-4817-a7da-4784e3a83969,Sathsara Mihiranga,4,"GOOD,BUT VOICE ADD TO PERFECT THIS APP",0,2026-06-11 04:08:00,,,276.0.0.23.162,google_play
cd9d3e3f-3ee3-4aec-ba24-c4e923d21e84,Kevin sierra,5,Amazing how far and fast this has become.,1,2026-06-11 04:00:38,,,276.0.0.23.162,google_play
c0159023-d14c-4234-ad81-b60e54a24a48,Rahul Mathur,1,good,0,2026-06-11 03:58:30,,,,google_play
ac89587e-7912-411b-90db-7e3c0777396b,Muhammad Tufayl,5,Be thankful🏵️,0,2026-06-11 03:47:46,,,273.1.0.34.167,google_play
2c572f8f-b9ac-4267-9b95-1fa96f84d9be,Muhammad Anees,5,good👍,0,2026-06-11 03:45:55,,,276.0.0.23.162,google_play
478bb379-4880-490f-9af7-35cb4fbe6458,Shojun Herba,5,nice app,0,2026-06-11 03:32:01,,,276.0.0.23.162,google_play
da5dc1db-1b28-4a71-bf97-b160d94bd628,Suraj Kumar,3,good,0,2026-06-11 03:19:45,,,276.0.0.23.162,google_play
5da132f1-3abb-46ea-a57b-2df4c01949bc,Matthew Beck,1,very bad at creating real looking pictures,0,2026-06-11 03:15:39,,,276.0.0.23.162,google_play
dcc07685-0a50-4947-8123-483ae0db886f,BAMBAM SAH,1,Bad,0,2026-06-11 03:11:33,,,,google_play
1cdb4f84-efe3-442b-bf28-081dedc86a51,Carmina Hiebert,5,What a great app. I'm so enjoying animating old family photos. Can't wait to see what else I can do with it.,0,2026-06-11 03:09:50,"Hey Carmina, Good day! 🌟 Thanks for your wonderful feedback. We’re so happy you’re enjoying animating old family photos with Meta AI and bringing those memories to life. Your excitement inspires us, and we can’t wait for you to discover even more creative ways to use your AI Glasses! If you need support, we’ll be here to help!",2026-06-11 03:27:29,276.0.0.23.162,google_play
e6defe0c-c3cb-4c20-942f-8db12b451a82,MAKHETI ALEX,5,good fora,0,2026-06-11 02:59:05,,,276.0.0.23.162,google_play
6d37668d-02aa-4c2e-817f-d238f42f2834,Clarence Ndebeh,3,impressive,0,2026-06-11 02:54:20,,,,google_play
1bb574c0-b330-4194-958a-bd297ae33017,Setogayamari,1,"DO NOT BUY META GLASSES They are completely experimental, if you have a Motorola phone even the newest one you cannot take videos with your glasses. Most people want the glasses to take pictures, but If you don't happen to have the SPECIFIC PHONE ON THE VERY SMALL LIST OF COMPATIBILITY your meta glasses lose half of their functionality. As someone who has the meta Ray ban 2 (the newest gen) it's %100 not worth it at the moment. The updates getting rid of UK English and voice speed why????",40,2026-06-11 02:52:43,,,276.0.0.23.162,google_play
35df73d4-5dae-4820-a6b3-244041c253f1,Prem Road Lines,5,very nice,0,2026-06-11 02:46:13,,,,google_play
87fa97f0-f8a5-452a-b6ea-49e9f58d548e,Henchard Dylan,1,gives different instructions,0,2026-06-11 02:34:34,,,275.0.0.16.164,google_play
4c9702f9-b8f0-46d8-a63b-5ea4c364fc63,Sarath Gopal Acharya,5,very good,0,2026-06-11 02:22:30,,,276.0.0.23.162,google_play
cec3581d-2648-4ea2-9483-c3ad1d09882d,deepak kumar,4,very niceee,0,2026-06-11 02:19:41,,,,google_play
e8b51c33-d372-48b9-82b5-76041d68bfda,Ear Drum 98,4,highly recommend ⭐️⭐️⭐️⭐️,0,2026-06-11 02:07:16,,,276.0.0.23.162,google_play
5040bf82-8732-4fdb-9d52-583f00b0ad6d,RAVENDRA KUMAR,5,very good,0,2026-06-11 01:58:09,,,,google_play
dcb22b17-d67e-4e46-9a6d-2eda480ad2e2,Raboi Reyes,5,nice another experience 😁😜,0,2026-06-11 01:52:10,,,,google_play
ee99c89c-b506-4c9b-aa89-0d0773355feb,Timothy Benoit,5,thank you meta. I do want to see her.,0,2026-06-11 01:22:25,,,276.0.0.23.162,google_play
8426626f-961d-4ac9-8353-19548c3a320f,Sulaiman Galo,1,it never change photo of real person,1,2026-06-11 00:51:48,,,276.0.0.23.162,google_play
7a7f3070-2eec-4c6c-ab98-ff4b29a330de,DuKeSwOrLd,4,awesome,0,2026-06-11 00:50:23,,,275.2.0.18.164,google_play
a109df5e-4569-46bc-8f0d-79b65d294c70,RISHI KAPRIYA,5,badiya,0,2026-06-11 00:42:11,,,275.2.0.18.164,google_play
3273f5ec-d2a4-4e13-9f3f-bfb4e8bc2d07,Md Jobayer Chowdhury,5,wow,0,2026-06-11 00:34:14,,,,google_play
5f557cbc-57db-405d-a6fa-aa3d0cdfab94,Friday Siame,5,great job,0,2026-06-11 00:03:50,,,276.0.0.23.162,google_play
923354d4-c50e-480e-a2c3-4619cc40b2c9,Oladele Badewole,5,Beautiful,0,2026-06-10 23:54:18,,,276.0.0.23.162,google_play
7416def6-5cd7-4bd0-9131-052044153d1a,Pernell Booysen,1,no custom face swapping,0,2026-06-10 23:49:37,,,276.0.0.23.162,google_play
6e501eb1-e846-4b01-96bd-e44672f4691b,Simran Sandhu,5,good,0,2026-06-10 23:46:35,,,,google_play
9922ce9d-98f0-421d-abc9-dab805380202,Rizwan Rz5,4,so beautiful ❤️😍,0,2026-06-10 23:42:12,,,,google_play
61c1c39f-b712-47ef-9e26-152eaf8b60ef,Nomathemba Nkamogeleng,3,it is good just it's too slow,0,2026-06-10 23:34:22,,,,google_play
cfafce4b-7371-4336-b2c8-d1de576cfb4e,Darren Jones,5,I love Meta AI I would recommend it to my friend,0,2026-06-10 23:32:50,,,276.0.0.23.162,google_play
8476d64d-54ba-40ef-ab39-acac26361980,Adegoke Iyabo,3,smart 🤓 and fact👌,0,2026-06-10 23:31:30,,,,google_play
eaf6282f-715e-42c4-918a-e8569f0a4427,Raji Sekinat,5,this is way better than chat gpt,0,2026-06-10 23:31:10,,,275.2.0.18.164,google_play
a8d8afd3-57ad-4543-9f18-fc1624806335,Dudule Manu,5,very good,0,2026-06-10 23:06:16,,,,google_play
bdb19db3-1133-423b-aa9d-5d896cb4d9f0,sher Ali,4,best meta AI 👍🏿👍🏿👍🏿,0,2026-06-10 22:55:00,,,,google_play
76d01f40-b02b-4d40-b924-f75ce86b726c,Chifundo makowa,5,needed app,0,2026-06-10 22:54:39,,,276.0.0.23.162,google_play
a1474989-7ea2-41b9-b932-cd9151543d26,Abdulrasheed Aburamlat,5,good,0,2026-06-10 22:36:02,,,,google_play
93aead5b-99f7-488d-9a93-e809ef616b2b,Sue Viola,4,"I love the app, but it would be extremely helpful to have a ""scroll up to the top"" button in the chats. I've been trying to find a photo in one and it's taking me forever to find it.",1,2026-06-10 22:35:15,"Hey Sue,

Thank you for the love and this fantastic suggestion! A ""scroll to top"" button is a great idea to make chat navigation easier. We have shared this feedback directly with our development team. In the meantime, you can quickly find shared photos by tapping the chat name at the top to view the media gallery. Thanks for helping us improve!",2026-06-10 23:01:26,276.0.0.23.162,google_play
e3a8a380-0d68-484d-950e-7d103f0ea09d,Mohammed Misbah,5,very good,0,2026-06-10 22:31:24,,,274.0.0.24.162,google_play
30aee4a4-f431-417b-87cd-ce3b827ae9fd,Arturo Sahagun,5,"amazing amazing amazing great great great, happy with this technology makes better for people like me that's a little dinosaur on technology, thaks",1,2026-06-10 22:27:22,,,276.0.0.23.162,google_play
4591ff9c-bc91-4e90-ada9-652ebf6578ae,Yusuf Pathan,5,very very nice,0,2026-06-10 22:21:06,,,,google_play
b5e48cea-3078-4dd4-961d-79423f71560a,Aphumle Ntshebe,5,the best 🤞🏾,0,2026-06-10 22:19:52,,,,google_play
6fda1427-a094-4eb4-aef6-f31b033a08d4,Dhruvraj sinh Jadeja,5,ok,0,2026-06-10 22:18:14,,,275.2.0.18.164,google_play
a80d7935-c356-4bd9-9d12-dc148eec53a0,Anjali Makwana,5,A..G... Love 🥰💕💫,0,2026-06-10 22:16:02,,,,google_play
be6be723-e2b8-447b-80ae-c2a2ea863335,Md. Nuralam,5,Good,0,2026-06-10 22:14:45,,,276.0.0.23.162,google_play
371d9b2d-abd8-4bc8-9264-92f3752bf786,Muhammad Sheraz,1,worst app ever,0,2026-06-10 22:09:04,,,,google_play
6f52ffe7-6c17-40df-a0a6-29b7a36e2590,Azanda Mkhize,5,Very good I love it,0,2026-06-10 22:02:42,,,,google_play
5202d9c9-34a6-4d5b-89f0-0fccc6bbe3b2,Jaisingh choudhary,5,good,0,2026-06-10 22:02:34,,,,google_play
0ed734e3-7013-4d4d-8663-2ffcbcb6c585,Pratosh Kumar,5,acha hai,0,2026-06-10 21:57:05,"Hello Pratosh,

We are very happy to hear this! Thank you so much for using our smart glasses and sharing your positive feedback. We hope you continue to love all of its features moving forward. Thank you for staying connected with us!",2026-06-10 22:25:35,276.0.0.23.162,google_play
d069a6c1-f8d2-4bcd-9fa9-f0c780e7791c,JAAN BORAH,5,very nice app,0,2026-06-10 21:57:05,,,,google_play
b4b5c227-b641-43c1-a630-09f0d07b20dd,Keph Moto G45,1,trash ai,0,2026-06-10 21:53:59,,,,google_play
005ec343-86ad-4301-a406-2e3f30905e91,Stanley George,5,so nice,0,2026-06-10 21:52:28,,,,google_play
14ec7a93-b43c-4abf-b479-926a2f5842ab,Jakir Khan,5,good,0,2026-06-10 21:51:38,,,276.0.0.23.162,google_play
225eb813-f937-4f3f-8f60-921c719ea635,Manas Mondal,5,nice,0,2026-06-10 21:48:02,,,,google_play
3e52b6e6-4593-4eee-af30-34295138ffd6,Min sunuwar,5,👍,0,2026-06-10 21:47:09,,,276.0.0.23.162,google_play
5410356a-afe8-47a7-b9fc-ad2ec0a0e2df,MOHAN BABOO KHARE,5,good 👍,0,2026-06-10 21:43:23,,,,google_play
01180f8d-f215-4f8f-b1f5-b3a6d449db69,Jamal Uddin,5,good 👍,0,2026-06-10 21:37:59,,,,google_play
7540efc9-8641-4552-850f-035c228448f2,Sahil Hiwale,5,awesome,0,2026-06-10 21:35:09,,,,google_play
021bc938-3532-4f66-998e-e6aaf8e12c72,Manmeet Pal,5,very helpful,0,2026-06-10 21:35:08,"Thank you, Manmeet 🌟 That’s so kind of you to say, and I’m really glad you’ve found the support helpful. Your appreciation means a lot, and it’s wonderful to know this has been making a positive difference for you. 💙",2026-06-10 21:53:23,,google_play
74727ac1-cb23-4568-a50e-c4d27c3cac76,Ajay Janagal,2,ok,0,2026-06-10 21:31:56,,,,google_play
3fc652fd-4e88-45fe-aee0-3835f93b9658,Somnath Das,5,just superb quality app,0,2026-06-10 21:28:24,,,275.2.0.18.164,google_play
14fbe840-a330-4dcf-af8e-d8f7db953f0d,Bharat hamal,5,very good,0,2026-06-10 21:22:46,,,,google_play
21c6b854-3d16-4793-90ee-fb1d858598ce,Sanjay Jori,5,"that is the best ai for thinking chating etc that ai make amezing photos , storys , videos overall meta is exalant ai",0,2026-06-10 21:19:21,,,,google_play
50107477-b7a8-4899-9de4-268a688a356b,sarvan dildar offIcial,5,"❤️ सरवन और दीपाली – सच्चे प्रेम की कहानी ❤️ प्रेम केवल शब्दों का नाम नहीं है, बल्कि विश्वास, सम्मान, ईमानदारी और सच्चाई का दूसरा नाम है। सरवन और दीपाली की कहानी भी कुछ ऐसी ही है। जहाँ दिखावे से ज्यादा दिल की सच्चाई है, जहाँ झूठ से ज्यादा विश्वास है, और जहाँ स्वार्थ से ज्यादा एक-दूसरे की खुशी की परवाह है। जीवन में कठिनाइयाँ आती हैं, समय बदलता है, परिस्थितियाँ बदलती हैं, लेकिन सच्चा प्रेम वही होता है जो हर परिस्थिति में साथ निभाने का साहस रखता है। सरवन मानता है कि प्रेम का सबसे मजबूत आधार ईमानदारी",0,2026-06-10 21:08:36,,,276.0.0.23.162,google_play
f86f4f27-4ce7-44d3-8304-a66ca396e942,Josephine Rocil,5,I want to messanges from.my sister and friend family want conneting me my,0,2026-06-10 20:59:17,,,,google_play
a02b9858-2cf4-4db3-b6af-144969db5355,Nirmesh.khande,5,good i am nirmesh kumar,0,2026-06-10 20:58:39,,,,google_play
192c370e-181f-4ed2-b49f-076e8da8eb69,Bhishma Jaiswal,5,good 😊👍🏻,0,2026-06-10 20:57:52,,,276.0.0.23.162,google_play
f3472327-8b64-427f-8905-5c3b22bb3564,Faruq,5,good App,0,2026-06-10 20:56:35,,,,google_play
a51074eb-b795-47b5-a7b0-2bf96a65fc43,Ataul Sk,4,nice,0,2026-06-10 20:54:49,,,,google_play
cfc12052-6b97-4ab1-b498-4983dd1f72b6,Ravindra Kumar,5,nice,0,2026-06-10 20:53:30,,,275.2.0.18.164,google_play
c491b8a9-a2f6-4d38-8c27-3ad2a057a040,Raj Shri,5,very nice and outstanding,0,2026-06-10 20:51:25,"Hi Raj Shri,

Thank you for the fantastic feedback! We are thrilled that the Meta AI - Vibes & AI Glasses app is ""very nice and outstanding"" for you. Our team works hard to keep your experience seamless. Enjoy your hands-free journey!",2026-06-10 21:25:46,,google_play
793daffa-7dc1-407e-9dbe-d45742a95078,Urdu learning Quest,5,very good and useful,0,2026-06-10 20:47:08,,,275.0.0.16.164,google_play
8c3961e0-e7a0-4f11-b0fd-dd1ad76bf485,Md Kalam,5,thank you,0,2026-06-10 20:44:57,,,276.0.0.23.162,google_play
0249323b-fe7b-4115-aff2-421eefbdc9eb,sonu kashyap,1,ok,0,2026-06-10 20:44:02,,,,google_play
3ddfe1eb-6375-4177-b44d-8932b0b6ebea,Buzz LytYr,2,"Used to be great. But now I can't do anything without it saying I can't generate that image or I can't generate that video I can't change any of my pictures.. if you like to be surprised and get absolutely the opposite of what you asked for then this is the perfect app for you.But if you're trying to get precise, no",3,2026-06-10 20:41:01,"Hi Buzz LytYr,

Thank you for sharing your feedback. We hear you regarding the issues you are facing with image and video generation, as well as changing your pictures.

Please reach out to our customer support team directly so we can look into these generation errors and help you get the precise results you need.",2026-06-10 21:26:06,276.0.0.23.162,google_play
be27df7f-3378-4b80-af2d-aed6e9747ce6,Mukesh Kumar,5,ok,0,2026-06-10 20:38:08,,,275.2.0.18.164,google_play
5f526c2e-e005-4224-a3ba-c01381c0c3bf,Md rafiqul Islam,5,good,0,2026-06-10 20:35:27,,,276.0.0.23.162,google_play
d9269c00-99fc-4429-b5e3-b72fa1d43f75,taslim khan,5,best wishes 🎉🎉🎉🙏🙏,0,2026-06-10 20:33:30,,,,google_play
90fea6fb-54fc-4ed8-be2b-32da86cb0b2e,Tanvir Molla,5,All in one aap very interesting aap,0,2026-06-10 20:30:38,,,,google_play
860a59b8-aa5f-48ac-9eeb-6340784f8f85,Trustwatersolutions,1,sakal change ho gyi,0,2026-06-10 20:30:33,,,275.2.0.18.164,google_play
68fcfd64-005f-4a47-974f-6418075824e1,James Weiponla,5,man.!!!! that's great experience,0,2026-06-10 20:29:31,,,,google_play
e7eb15aa-4f45-42df-b492-7550d5b6f22b,AR Kk,5,so good 👍,0,2026-06-10 20:29:16,,,276.0.0.23.162,google_play
eafae118-ce7e-4901-9ad6-010c499c7b01,Jorge Adame,5,surprised Meta has free generation. Grok blows.,0,2026-06-10 20:24:47,,,276.0.0.23.162,google_play
f8ac3fa9-474e-4bfa-bab9-2471faa4b610,Alexander Gamez,1,I was never able to access my registered user session...,0,2026-06-10 20:23:42,,,276.0.0.23.162,google_play
6aa84e94-189a-4870-a194-a8caf5b80ca4,sanjiv lavania,3,good,0,2026-06-10 20:22:44,,,,google_play
5682bf2d-7b17-469a-a5ae-b23b21dea14c,Ijaz Khan,5,amazing 😍😍,0,2026-06-10 20:22:08,,,,google_play
fef0d804-21dd-4d61-ba3c-43b6798343fe,Timothy Vennell,5,so far it's been equally as reliable as gemini,0,2026-06-10 20:21:43,,,276.0.0.23.162,google_play
e67ab9ca-0317-4b9b-91dd-a29e6757d221,Ihsan Khan,5,so nice very beautiful program,0,2026-06-10 20:21:35,,,,google_play
f755dd12-9825-40e6-820e-c338f8d1bd30,Somvir Singh,1,3rd class 😄 drawing,0,2026-06-10 20:17:05,,,,google_play
5dce7657-feaf-48dc-a2a0-26d2d760d6ff,Raunie Adair,5,awesome!,0,2026-06-10 20:16:37,,,276.0.0.23.162,google_play
158017dc-e937-4e7f-ae6a-58f4b3bb245b,Moeez Moe,5,amazing,0,2026-06-10 20:15:44,,,,google_play
20c1e65f-dbae-46f5-8cd8-29349904d3f9,Jonathan Otaigbe,5,excellent performance,0,2026-06-10 20:10:59,"Hey Jonathan,

This is fantastic to hear! Thank you for sharing your experience with us. We are so glad that the performance of your glasses is meeting your expectations and enhancing your daily routine. We hope you continue to love using them every single day!",2026-06-10 20:22:32,276.0.0.23.162,google_play
8f4475fc-bae3-443b-87b0-39f5b38ddaa9,marius julius,5,in good standing with Meta AI,0,2026-06-10 20:08:19,,,,google_play
fb388a6c-7dc6-4a11-8ab5-f7e85665adf8,Guru Raj,1,😡,0,2026-06-10 19:59:06,,,,google_play
fba81cc1-5a4c-40ac-88a0-7c860f4ba7ad,सुरेन्द्र kumar राठौर,2,good,0,2026-06-10 19:58:27,,,,google_play
e312df38-9a42-46ed-899f-54716162338c,Carlos Oquendo,5,Awesome ♥️,0,2026-06-10 19:57:32,,,,google_play
80faeb30-2b64-4061-a009-7ace427245f9,Rebin Karkuky,5,good,0,2026-06-10 19:56:38,,,,google_play
4634c86d-3d06-4878-bfe8-31dd01148193,Veeresh Wali,3,good,0,2026-06-10 19:56:12,,,,google_play
152b14de-3937-409f-b826-afd7de4dcd8b,Anand Sonawane,5,God bless you 🙏,0,2026-06-10 19:55:38,,,276.0.0.23.162,google_play
af4c4403-a3a3-4067-8df1-142a09051b13,Sphumuzo Mpanza,1,always creating wrong images,0,2026-06-10 19:48:27,,,,google_play
5067c808-6409-46fd-a17b-6fe09640cef4,Nisha Kanchan,1,not getting the colors om asking. or the commands in give,0,2026-06-10 19:44:27,"Hello Nisha,

We are sorry for the trouble with commands and LED colors. Please try toggling the ""Hey Meta"" setting off and on in the app, and ensure your microphone and lenses are clean. If the issue persists, please visit the official Meta Help Center or contact our support assistance team for direct troubleshooting.",2026-06-10 20:31:12,275.2.0.18.164,google_play
45e86ed9-8280-4077-b38a-8909f2ca8d17,Varun Paswan,4,gajab,0,2026-06-10 19:42:50,,,,google_play
a922fd35-eb31-4869-be64-d189f1bb91df,Pushpendra Singh Rajput,3,Nice pic,0,2026-06-10 19:39:31,,,,google_play
32dd180d-057d-481c-8fe0-f951ba3eb51c,Heri Salmani,5,good and easy to use,0,2026-06-10 19:35:49,"Hi Heri Salmani,

Thank you so much for the five-star feedback! We are thrilled to hear that the application is both good and easy to use. Knowing that you are finding the interface user-friendly is the best reward for our developers!

Thank you for being a part of our community. Enjoy your seamless, hands-free experience!",2026-06-10 19:56:48,276.0.0.23.162,google_play
0b93f519-3c9f-426d-9b4c-3d6358809aa4,Pradeep Parjapati,5,nice,0,2026-06-10 19:32:37,,,,google_play
e46d4191-af46-4684-9aac-007d10314e96,vijaykumar s.ninama,5,very nice,0,2026-06-10 19:27:08,,,,google_play
56dd65a0-8dd1-4f89-828b-367a3a1cdf8a,Davin Carter,3,processing is way too slow,0,2026-06-10 19:26:33,"Hi Davin Carter,

Thank you for sharing your feedback. We hear you on the processing speed, and we want to make things faster for you. Please contact our support team directly so we can look into this and help fix the issue for you.",2026-06-10 19:56:58,275.0.0.16.164,google_play
7050ad0d-c493-4f15-85bf-a19612656617,PRADEEP KOLAMBEKAR,4,good picture,0,2026-06-10 19:21:11,,,,google_play
da20db57-908c-4c28-840a-9d6493b4de8f,Sisira Dash,5,Awesome👍,0,2026-06-10 19:16:25,,,275.0.0.16.164,google_play
86f8aa51-2d7b-4712-9e9c-bb32bd569683,Gautam Kumar,5,very very like this meta ai🥰🥰🥰,0,2026-06-10 19:16:07,,,,google_play
1cdf2479-e3b5-4123-9ab6-60062d198c9a,zak oliva,1,asco,0,2026-06-10 19:15:45,,,276.0.0.23.162,google_play
d54ff8c2-dffa-4473-bda5-a0c3eac04b1a,Nagendra Kumar,2,nice pic,0,2026-06-10 19:12:24,,,,google_play
1d5ce3ef-e863-4065-a3eb-6f1b2785475b,MGMG KYAW,5,nice,0,2026-06-10 19:08:14,,,,google_play
1b1b6827-29ce-49ba-ae1e-d58a122f9c00,Bk Vologe,1,👍,0,2026-06-10 19:07:45,,,,google_play
6d4f6ce6-7b2c-4eb6-a29d-6d4e5bac0229,Netaram Godara,5,good 👍,0,2026-06-10 19:07:41,,,,google_play
67009d0d-b56c-46f6-bd1a-1e140739b9de,Tim OD,5,fun,0,2026-06-10 19:03:21,,,275.2.0.18.164,google_play
853dec2c-2fd4-4060-ac2f-37cbeb12bf7f,Sukhen Sharma,5,very good,0,2026-06-10 19:00:43,,,,google_play
fd534b16-4012-4d3a-9bee-2776675e7a47,Maruf Hasan,5,goog,0,2026-06-10 19:00:36,,,276.0.0.23.162,google_play
81001937-2710-4194-9db1-c581e97aafd3,suraj Gupta,3,good,0,2026-06-10 18:59:59,,,276.0.0.23.162,google_play
f6dc9868-c32f-42a7-84a7-ed7be11b24c2,Job Box,5,good 😍,0,2026-06-10 18:54:36,,,276.0.0.23.162,google_play
50c0b1e4-645b-4616-bb1f-1f125faa91b1,INDIA CRIME COVERAGE,5,fine,0,2026-06-10 18:46:46,,,275.2.0.18.164,google_play
1e5af1e7-db77-4684-b00b-b19ddccbac7d,Gaurav Bharti,1,slow aap,0,2026-06-10 18:46:44,,,275.0.0.16.164,google_play
a77de11f-b7e1-4d40-a501-38eac90b1c71,Rita Pienaar,5,💕 it,0,2026-06-10 18:45:02,,,,google_play
3887528f-14a2-4593-8f98-c1dbd78fd7d7,Abdurashid Salvador,5,Nice application,0,2026-06-10 18:44:08,,,,google_play
e687befc-731c-4675-b5cc-33f6b2f0af5a,Kkj Kkj,5,nice,0,2026-06-10 18:36:01,,,,google_play
802a74a4-5262-4797-babc-b8df0304ebda,Kyle Oba,5,amazing app!,0,2026-06-10 18:34:17,,,276.0.0.23.162,google_play
dd711aea-273d-47bf-a604-cfe285980897,TARKESHWAR MISAR,5,TARKESHWAR MISAR I am proud to you AI,0,2026-06-10 18:32:04,,,,google_play
